post,target_minority,label
what s the difference between a blonde and a washing machine  you can dump a load in a washing machine and it wo nt hassle you for the next two weeks . repeat,women,5
what s the difference between a gay guy and a freezer  the freezer does n't fart when you pull the meat out .,LGBT,0
what s the difference between a passed out college chick and a pickle jar i ca nt fit my fist in a pickle jar,women,5
what s your favorite flavor of jew  smokey bbq,jewish,3
what would be another name for black lives matter  rise of the planet of the apes .,black,2
what's the difference between a tire and a black person  A tire doesn't scream when I put chains on it.,black,2
whats a gay guys favorite restaurant five guys,LGBT,0
whats the difference between a black person and a jew Depends on the type of fire,black,2
whats the difference between a nigger and a bucket of shit the Bucket.,black,2
whats the phenomenon that makes women bleed from their uterus for 4-7 days diy abortions,women,5
when does a jew fuck his wife  when he finds a free condom .,jewish,3
when she wants to date you but shes ugly and fat,women,5
who 's visiting millions of african children every year on christmas eve  death .,black,2
why are aspirins white  because they work,black,2
why are black people so good at excel  they know a lot about cells,black,2
why are blacks the most common users of vine  because it brings them back to when they were swinging on the vines number years ago .,black,2
why are the black man 's eyes always red after sex  the mace .,black,2
why are the japanese so skinny  it did n't end very well for them the last time a fat man was in their country .,asian,1
why are women like clouds  because they dampen your day when they 're around but once they 're gone the day is much better .,women,5
why did a black man cross the road  hey ! gimme back my wallet !,black,2
why did god give women more brain cells than cows  so they do n't shit on the floor while doing the dishes .,women,5
why did nobody told me asians are bad drivers  i tried to install one inside my computer but i think he dead now .,asian,1
why did they plant trees in harlem  for free public transit .,black,2
why do black people always end up in jail  it 's cause chimps always get placed in a zoo when they are caught .,black,2
why do black people like the pokemon anime  because they can relate to the main character 's fatherlessness .,black,2
"why do black people take so long to check out at the grocery store  mixers in one transaction , booze in the other",black,2
why do jews get circumcised  jewish women wo n't touch anything that is n't number  off .,jewish,3
why do negros dance to the left  because they have no rights .,black,2
why do nt jews like the internet  because they always got roasted by nazis,jewish,3
why does a gorilla always have a frown  because in number million years it will be a nigger,black,2
"why does beyonce sing  to the left , to the left   because black people have no rights .",black,2
"why is Hitler better than Jesus Jesus fed 2000 people with 5 loaves of bread and 2 fish, Hitler made 6 million jews toast.",jewish,3
why is jesus probably black  because he can not tell who was his real father .,black,2
why is obama left handed  because blacks do n't have rights .,black,2
"why should you never marry a jewish woman  when dinner time comes , they 're too scared to get near the oven",jewish,3
why was james earl ray arrested  he was shooting shit off a balcony .,black,2
why were number negros sterilized  because it was a year between number and number in north carolina and they were deemed mentally ill or mentally deficient .,black,2
"why were all of the inner - city schools changed into conservatories for the arts  people realized that the only way a negro could be successful is by playing jazz , singing , dancing , or playing sports so they decided not to waste money by teaching them things that would nt prepare them for the real world .",black,2
why would anyone want any type of relationship with a woman that isn't sexual and exclusive,women,5
women are gaywomen are all lesbians and thats why they feel no compassion for men they use us for status and then go eat psusy its gay,women,5
"women are like wine . repeat some are white and dry while some are dark and full bodied . but to be honest , i could n't care less what mine are like as long as they 're cheap and go down nice and easy . repeat",women,5
"yall i cant im so fuckng mad at this bc every dot point is jus,,,, the sixth sense bitch ill kms",women,5
"you can tell a lot about a man by the car he drives for example , if it 's a black man , it 's not his car .",black,2
"you hear about trumps new wall to keep out blacks  yeah , he plans to make a really long row of  now hiring  signs .",black,2
"you loose your black friend in the dark , where do you lose your muslim friend  in an explosion",black,2
"you may have a family that love you, real love, and that ever nagging resposibility that feels inescapable . still, once black, you never go back home to the kids",black,2
"you see , i am a doctor . today i had to save a black guy 's life i told his family  i did everything i could , but unfortunately he survived .",black,2
you want to hear a joke  women 's rights,women,5
"I think a lot, but I dont say much.  Anne Frank But lately shes been proven to have not said anything for almost a century",jewish,3
